Obesity(%),Unemployment,Meningitis,Alzheimers Disease and Other Dementias,Parkinsons Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis,Total,GDP,GDP/cap,Elect(lib),CO2/cap,Total alcohol per capita(L),Population,id_Country,id_Year,id_Mortality
18.6,16.31,219,10131,2189,112,0,1298,1225,36,147,228,1203,172892,7912,1454,3297,7745,2,55,452,96092,0,5103,4883,462,70,7400,11086,7780,16013,669,19,360174,172219000000.0,4501.454067,0.88,8.251497,9.17,38556699.0,112,10,2889
18.9,18.37,206,10257,2223,112,0,1271,1095,23,125,216,1131,168514,7692,1347,3342,7725,35,55,476,97163,0,5059,4909,444,70,7073,10815,7765,16035,661,18,355857,190905000000.0,4991.244358,0.881,8.117608,0.0,38529585.0,112,11,2890
19.2,19.89,198,10372,2266,111,0,1250,1086,25,148,209,1057,165009,7694,1288,3384,7684,15,56,491,98014,0,5065,4951,426,71,6896,10644,7768,16113,667,17,352975,199072000000.0,5207.171421,0.881,7.933514,0.0,38488640.0,112,12,2891
19.6,19.37,194,10465,2329,106,0,1203,1006,20,142,202,1010,163649,7884,1198,3515,7650,14,56,496,99203,0,5167,5012,413,68,6688,10672,7886,16304,677,15,353244,217827000000.0,5701.602212,0.881,8.275799,0.0,38441821.0,112,13,2892
19.9,19.07,192,10649,2403,108,0,1191,981,22,154,197,988,163720,8154,1168,3718,7845,12,55,508,101511,14,5300,5127,405,72,6648,10688,8291,16853,693,14,357681,255110000000.0,6681.386472,0.881,8.405945,0.0,38399553.0,112,14,2893
20.3,17.75,193,10935,2480,107,0,1184,969,17,154,189,967,163469,8498,1142,3937,7920,5,60,529,102910,0,5495,5269,397,72,6512,10698,8608,17264,718,14,360712,306144000000.0,8021.505743,0.883,8.383716,10.6,38368957.0,112,15,2894
20.7,13.84,191,11226,2561,106,0,1184,970,18,124,177,942,163700,8779,1115,4144,7989,5,64,544,104899,1,5777,5431,383,74,6367,10755,8936,17649,733,13,364857,344622000000.0,9035.410467,0.874,8.750772,0.0,38354447.0,112,16,2895
21.1,9.6,188,11577,2650,108,0,1175,929,18,158,172,915,164625,9085,1123,4287,8053,20,75,539,106968,1,6089,5566,363,76,6312,10921,9226,18053,736,13,370021,429029000000.0,11254.51739,0.873,8.741306,0.0,38353339.0,112,17,2896
21.6,7.12,185,11978,2727,109,0,1136,886,23,180,170,875,164547,9335,1120,4327,8119,5,87,524,107728,6,6319,5471,346,79,6076,10918,9322,18174,727,13,371512,533609000000.0,13996.02515,0.891,8.57893,0.0,38356786.0,112,18,2897
22.0,8.17,185,12498,2814,111,0,1090,803,17,120,170,811,165175,9654,1066,4304,8095,13,105,515,108732,0,6573,5377,326,82,5662,10910,9245,18151,710,12,373326,439738000000.0,11526.05589,0.891,8.218549,0.0,38351924.0,112,19,2898
22.5,9.64,178,13082,2824,107,0,1036,719,16,161,168,738,161591,9775,952,4295,7880,20,128,499,107855,0,6619,5122,299,81,5228,10590,8996,17785,686,12,367442,479834000000.0,12613.011,0.893,8.677201,11.21,38329784.0,112,20,2899
22.9,9.63,178,13732,2883,109,0,1000,764,15,158,169,714,161196,10125,860,4325,7772,3,155,465,108955,13,6840,4902,279,84,5014,10559,8958,17831,680,11,368749,528301000000.0,13879.56099,0.894,8.656909,0.0,38286824.0,112,21,2900
23.4,10.09,176,14414,2990,115,0,974,708,12,147,169,693,163839,10695,825,4357,7659,1,192,455,111800,0,7192,4752,266,90,4765,10668,8996,18042,671,11,375674,498524000000.0,13097.27085,0.89,8.458965,0.0,38227033.0,112,22,2901
24.0,10.33,174,15022,3047,119,0,926,699,13,144,171,649,163399,11165,780,4335,7344,6,235,420,112743,0,7380,4481,249,95,4466,10667,8770,17867,634,11,376011,521016000000.0,13696.4663,0.888,8.357247,0.0,38158043.0,112,23,2902
24.5,8.99,169,15629,3056,118,0,862,629,14,140,172,606,160958,11241,733,4309,6949,0,271,381,112543,0,7365,4142,230,97,4166,10423,8421,17383,592,11,371610,542477000000.0,14271.30585,0.88,8.043132,0.0,38091095.0,112,24,2903
25.0,7.5,170,16365,3174,120,0,854,584,12,173,179,600,165389,11924,695,4430,6919,6,308,372,116526,0,7793,4160,220,99,4075,10768,8597,17679,589,11,382791,477812000000.0,12578.49547,0.873,8.130484,11.63,38034076.0,112,25,2904
25.6,6.16,169,16898,3199,130,0,813,584,14,135,182,584,164834,11984,693,4469,6704,2,320,372,117099,0,7847,4170,215,107,3965,10717,8559,17678,570,11,383024,472630000000.0,12447.43959,0.729,8.418465,0.0,37989218.0,112,26,2905
10.6,3.92,125,2102,521,121,0,238,326,17,301,49,507,46138,3435,613,117,1694,0,41,39,22256,0,3103,1651,60,98,3564,4691,3685,5628,183,17,101320,89233599278.0,8958.985333,0.862,4.720577,0.0,9916052.0,113,1,2906
10.9,3.98,118,2173,529,113,0,215,311,14,443,63,486,45246,3513,529,115,1664,2,35,37,22507,0,3221,1689,57,91,3454,4669,3615,5558,175,21,100663,107592000000.0,10810.56651,0.862,5.107851,0.0,9951305.0,113,2,2907
11.3,5.3,112,2260,550,114,0,196,299,12,555,74,489,45515,3740,470,109,1619,6,32,37,23058,0,3400,1760,54,91,3287,4778,3573,5571,174,22,101957,95009751901.0,9534.656364,0.862,4.952272,0.0,9996642.0,113,3,2908
11.8,6.71,102,2333,552,111,0,180,303,13,794,85,464,43865,3805,407,103,1535,0,27,35,22954,4,3391,1764,50,89,3088,4713,3338,5334,163,26,99628,99688641304.0,9977.319909,0.862,5.017034,0.0,10045032.0,113,4,2909
12.2,7.06,98,2437,575,114,0,172,314,12,1086,94,484,44105,4088,376,101,1526,0,24,35,23596,1,3500,1856,47,91,3060,4873,3303,5357,167,28,101520,118122000000.0,11781.36185,0.865,5.424644,0.0,10091322.0,113,5,2910
12.6,7.3,97,2556,602,112,0,169,313,10,1310,96,496,44396,4405,358,101,1505,12,24,36,24252,0,3594,1937,43,90,2965,5088,3275,5397,173,31,103443,122630000000.0,12185.0914,0.873,5.136504,0.0,10134016.0,113,6,2911
13.1,6.57,94,2665,619,114,0,161,321,12,1183,98,490,43601,4662,344,99,1472,58,23,36,24501,1,3664,1971,40,93,2850,5159,3153,5294,173,32,102983,117017000000.0,11575.50711,0.873,5.398958,0.0,10174564.0,113,7,2912
13.6,4.65,91,2786,646,117,0,152,316,14,1130,97,484,43336,4934,327,101,1431,10,25,36,24954,0,3790,2064,38,97,2730,5319,3064,5254,171,30,103544,123946000000.0,12199.20639,0.873,5.820325,0.0,10214046.0,113,8,2913
14.1,4.58,92,2902,679,118,0,147,313,10,1224,91,465,43171,5223,310,106,1412,1,25,37,25441,1,3910,2199,35,99,2574,5557,2972,5208,174,24,104520,127470000000.0,12475.29177,0.873,6.537401,0.0,10254501.0,113,9,2914
14.6,3.81,82,3016,704,116,0,148,304,7,1154,82,442,41920,5160,309,115,1414,4,29,36,25653,0,3954,2367,33,98,2416,5553,2870,5111,168,17,103282,118605000000.0,11526.37207,0.874,6.37685,14.08,10297117.0,113,10,2915
15.1,3.83,74,3158,740,108,0,148,266,9,1109,75,417,41062,5041,285,133,1424,13,34,31,25980,0,4155,2574,33,92,2362,5580,2827,5107,155,10,103002,121604000000.0,11734.76497,0.877,6.289851,0.0,10341456.0,113,11,2916
15.6,4.5,71,3299,789,121,0,157,257,11,1088,63,395,40731,5005,280,158,1439,4,44,32,26386,1,4300,2868,33,102,2261,5738,2766,5083,155,8,103645,134796000000.0,12936.69282,0.883,6.676626,0.0,10385993.0,113,12,2917
16.1,6.13,61,3430,838,126,0,152,234,10,1063,53,373,40148,5108,241,166,1445,2,53,69,26827,0,4389,3134,30,106,2111,5856,2727,5089,216,7,104064,165226000000.0,15797.78213,0.883,6.162109,0.0,10429615.0,113,13,2918
16.6,6.32,53,3538,861,118,0,139,254,9,995,47,338,37951,5099,224,175,1438,6,55,34,26661,1,4265,3220,27,100,1943,5799,2614,4940,197,7,101108,189382000000.0,18064.15809,0.883,6.416704,0.0,10470926.0,113,14,2919
17.1,7.58,44,3696,899,113,0,125,175,3,1020,38,309,36893,5422,218,180,1407,0,63,34,27013,0,4178,3349,22,95,1838,5932,2567,4859,156,6,100654,197254000000.0,18780.12751,0.893,6.625097,13.37,10508494.0,113,15,2920
17.7,7.65,41,3885,933,117,0,122,208,3,914,34,294,35771,5720,197,184,1406,0,73,38,27265,0,4022,3416,21,96,1684,5928,2489,4832,158,5,99856,208756000000.0,19839.45405,0.896,6.157458,0.0,10542837.0,113,16,2921
18.2,7.96,45,4090,983,124,0,119,224,7,923,37,298,35447,5953,188,193,1459,0,93,42,27795,0,4087,3513,23,97,1549,5982,2454,4959,165,5,100854,240496000000.0,22811.05648,0.896,5.909526,0.0,10573150.0,113,17,2922
18.8,7.55,43,4280,1026,125,0,116,246,7,849,39,290,34883,6242,184,199,1488,2,112,45,28256,1,4076,3581,23,96,1432,6021,2393,5009,167,4,101235,263416000000.0,24949.04136,0.895,5.680656,0.0,10595312.0,113,18,2923
19.3,9.43,44,4473,1064,128,0,115,219,8,774,40,284,34448,6499,185,199,1508,0,133,46,28688,0,4095,3641,23,96,1348,6080,2347,5063,167,4,101719,244668000000.0,23151.21541,0.896,5.401343,0.0,10604066.0,113,19,2924
19.9,10.77,45,4675,1096,132,0,112,224,9,732,41,273,33939,6699,156,197,1519,7,152,47,28997,0,4093,3675,23,97,1253,6080,2283,5085,165,4,101810,238113000000.0,22520.64231,0.9,5.005605,12.51,10596055.0,113,20,2925
20.4,12.68,45,4898,1121,133,0,108,193,7,660,38,264,33379,6944,159,192,1507,0,176,46,29275,1,4050,3660,23,98,1167,6080,2222,5089,161,4,101700,245118000000.0,23217.2955,0.892,4.903211,0.0,10569388.0,113,21,2926
21.0,15.53,45,5119,1157,137,0,104,200,6,569,40,257,33269,7286,155,186,1509,0,202,45,29551,0,4045,3688,22,101,1070,6170,2158,5102,159,4,102356,216224000000.0,20563.7136,0.896,4.74808,0.0,10526308.0,113,22,2927
21.5,16.18,46,5325,1180,142,0,103,175,6,520,42,249,33098,7440,141,181,1496,1,234,45,29741,0,3990,3670,24,105,1001,6190,2099,5108,159,4,102515,226434000000.0,21653.19598,0.89,4.602543,0.0,10473025.0,113,23,2928
22.1,13.89,45,5542,1199,144,0,101,171,7,437,43,239,33084,7548,134,180,1487,2,252,41,29722,0,3928,3660,25,106,955,6241,2031,5090,149,4,102567,229902000000.0,22103.70097,0.89,4.606466,0.0,10418224.0,113,24,2929
22.7,12.44,40,5763,1227,150,0,97,165,6,519,44,232,33416,7708,139,180,1435,1,260,38,29906,0,3920,3712,25,111,912,6392,1977,5100,146,3,103624,199394000000.0,19250.10654,0.891,5.042749,11.88,10368346.0,113,25,2930
23.2,11.07,39,6009,1259,157,0,95,148,6,517,45,230,34279,7930,143,179,1377,0,270,38,30531,0,3974,3803,25,117,908,6572,2019,5231,161,3,106065,206426000000.0,19991.97249,0.892,4.881781,0.0,10325540.0,113,26,2931
20.2,0.81,5,8,4,1,0,15,4,8,2,1,8,389,26,111,1,26,0,3,2,143,0,70,31,2,0,206,23,38,49,12,1,1189,6883516484.0,14124.26385,0.017,38.074499,0.0,487354.0,114,1,2932
20.8,0.81,5,8,4,1,0,15,4,8,3,1,8,410,26,108,1,27,0,3,2,150,0,75,32,2,0,211,24,40,51,12,1,1232,7646153984.0,15434.21009,0.017,56.823125,0.0,495403.0,114,2,2933
21.3,0.81,4,8,4,1,0,15,4,7,3,1,8,426,26,105,1,28,0,3,2,156,0,79,34,2,0,211,24,41,53,13,1,1260,7156593654.0,14270.97377,0.017,63.13149,0.0,501479.0,114,3,2934
21.9,0.82,4,8,4,1,0,15,4,8,4,1,8,410,25,101,1,32,0,3,2,158,0,73,32,2,0,227,23,42,53,13,1,1255,7374450769.0,14544.00559,0.018,60.526001,0.0,507044.0,114,4,2935
22.5,0.82,5,8,3,1,0,16,5,9,4,2,8,410,25,100,2,36,0,3,2,164,0,72,32,2,0,246,23,43,55,14,1,1291,8137911978.0,15849.56574,0.018,60.757618,0.0,513447.0,114,5,2936
23.2,0.83,4,9,4,1,0,16,5,8,4,2,8,460,27,97,1,35,0,3,2,181,0,89,37,2,0,247,26,47,59,14,1,1389,9059340385.0,17337.42187,0.019,59.83461,0.0,522530.0,114,6,2937
23.9,0.83,4,10,5,1,0,16,4,6,4,2,8,494,28,94,1,35,0,3,2,194,0,103,41,2,0,250,28,50,63,14,1,1463,11297802115.0,21104.76372,0.019,66.817851,0.0,535320.0,114,7,2938
24.6,0.83,4,10,6,1,0,16,4,6,4,2,7,509,28,91,2,35,0,3,2,204,0,112,43,2,0,252,29,53,66,14,1,1506,10255495027.0,18593.41407,0.018,54.598803,0.0,551566.0,114,8,2939
25.3,0.84,4,10,6,1,0,16,4,5,4,2,7,513,28,87,2,35,0,3,2,211,0,118,45,2,0,255,29,55,69,13,1,1527,12393131868.0,21723.8142,0.018,50.14759,0.0,570486.0,114,9,2940
26.0,0.84,4,11,6,1,0,16,4,5,3,2,7,507,28,84,2,36,0,3,2,217,0,121,46,2,0,259,29,57,70,13,1,1536,17759890110.0,29976.16763,0.02,52.654852,1.15,592467.0,114,10,2941
26.7,0.85,4,11,6,1,0,17,5,5,2,2,6,515,28,82,2,38,0,3,2,228,1,128,48,2,0,273,29,59,73,13,1,1584,17538461538.0,28517.22084,0.02,60.712473,0.0,615013.0,114,11,2942
27.5,0.85,4,12,7,1,0,18,5,5,2,2,6,544,30,81,2,41,0,3,2,246,0,142,52,2,0,295,31,64,79,14,1,1691,19363736264.0,30214.67042,0.02,57.071531,0.0,640872.0,114,12,2943
28.1,0.86,4,13,7,1,0,18,6,4,2,2,6,564,31,81,2,43,0,3,2,263,0,155,55,2,0,305,32,68,84,14,1,1768,23533791209.0,34517.60321,0.042,55.175783,0.0,681791.0,114,13,2944
28.4,0.86,3,14,7,1,0,19,7,5,2,2,6,567,32,81,2,45,0,3,2,277,0,165,57,2,0,327,33,71,87,15,1,1833,31734065934.0,42124.94084,0.042,54.902998,0.0,753332.0,114,14,2945
28.5,0.87,3,15,8,1,0,20,9,5,2,2,6,594,34,83,2,51,0,3,2,300,2,180,62,3,0,369,35,76,93,16,1,1977,44530494505.0,51455.95094,0.042,59.726062,1.67,865410.0,114,15,2946
28.4,0.87,4,16,9,1,0,25,11,6,2,2,6,637,39,84,3,62,0,3,2,333,0,200,65,3,0,416,37,85,104,18,1,2174,60882142857.0,59530.561,0.042,62.259216,0.0,1022704.0,114,16,2947
28.5,0.52,4,17,10,1,0,28,14,8,3,3,7,666,43,85,3,74,0,3,2,369,0,217,74,4,0,454,38,93,115,20,2,2357,79712087912.0,65421.37692,0.042,51.06011,0.0,1218441.0,114,17,2948
28.7,0.31,4,18,10,1,0,30,16,7,3,3,8,689,46,88,3,84,0,4,2,401,0,223,76,5,0,505,39,100,125,23,2,2515,115270000000.0,80234.19083,0.042,44.490524,0.0,1436670.0,114,18,2949
29.0,0.31,4,19,11,1,0,34,18,7,4,4,8,720,50,92,4,97,0,4,2,434,0,233,80,6,0,559,42,106,133,25,2,2699,97798351648.0,59094.65918,0.042,42.599432,0.0,1654944.0,114,19,2950
29.5,0.45,5,20,11,1,0,36,20,8,4,4,8,739,53,94,4,108,0,4,3,467,0,239,83,6,0,597,44,112,140,27,2,2839,125122000000.0,67403.08768,0.042,41.972586,1.69,1856329.0,114,20,2951
30.0,0.56,5,22,12,1,0,37,22,7,4,5,8,753,56,95,4,113,0,4,3,495,0,243,86,7,0,621,45,118,147,28,2,2943,167775000000.0,82409.94164,0.044,44.146406,0.0,2035862.0,114,21,2952
30.6,0.48,5,24,12,1,0,38,23,7,5,5,8,782,58,95,5,117,0,5,3,526,0,247,89,7,0,638,47,123,154,48,2,3074,186834000000.0,85075.98654,0.043,49.233732,0.0,2196078.0,114,22,2953
31.3,0.28,5,26,13,1,0,38,24,7,5,6,9,820,61,95,5,122,0,5,3,561,0,258,94,7,1,663,49,128,161,30,2,3199,198728000000.0,85050.68435,0.043,41.262349,0.0,2336579.0,114,23,2954
32.0,0.2,5,28,14,1,0,38,25,7,4,6,9,859,64,94,5,125,0,5,3,598,3,269,100,7,1,665,52,135,170,30,2,3324,206225000000.0,83858.34046,0.043,41.341252,0.0,2459202.0,114,24,2955
32.9,0.17,5,29,15,1,0,37,25,8,4,6,8,895,64,92,5,125,0,5,3,626,0,267,102,7,1,660,54,140,177,31,2,3394,161740000000.0,63039.11263,0.043,37.823412,1.62,2565708.0,114,25,2956
33.9,0.15,5,31,15,1,0,37,24,6,4,6,8,926,65,89,5,126,0,5,3,665,0,274,107,7,1,669,56,147,185,42,2,3511,151732000000.0,57162.96801,0.041,33.73375,0.0,2654379.0,114,26,2957
14.0,8.07,385,3836,1158,41,0,1517,1033,182,159,172,1709,139960,8284,1552,1478,2413,108,273,311,35463,26,2109,2495,929,31,4553,13569,8899,12803,700,119,246267,28998684211.0,1260.749045,0.543,6.212778,0.0,23456646.0,115,1,2958
14.3,8.26,353,3961,1192,44,0,1580,1094,173,174,182,1993,147999,8354,1551,1584,2606,0,256,337,37360,45,2199,2467,932,33,4667,13245,9756,13789,739,101,258766,25121666667.0,1102.103785,0.557,5.767735,0.0,23375828.0,115,2,2959
14.7,8.36,332,4048,1173,46,0,1595,1003,153,255,188,2224,149842,8503,1573,1682,2695,3,260,367,38146,49,2176,2262,921,35,4665,12122,10373,14381,747,87,261906,26362894737.0,1158.132516,0.565,5.381587,0.0,23256959.0,115,3,2960
15.0,8.17,306,4134,1165,52,0,1683,1036,158,384,197,2424,152152,8635,1574,1820,2792,2,262,373,39114,166,2141,2155,916,39,4749,11399,11026,15011,771,75,266711,30074440483.0,1323.104325,0.565,5.326007,0.0,23115814.0,115,4,2961
15.4,8.01,268,4265,1209,56,0,1732,971,136,450,212,2615,159173,8583,1389,1954,2908,1,230,421,40876,93,2114,2149,911,42,4840,11194,11882,15901,779,64,277418,37435317265.0,1650.276481,0.565,5.573243,0.0,22964747.0,115,5,2962
15.7,6.74,263,4336,1260,58,0,1802,898,124,527,228,2692,166202,8923,1473,2120,3004,1,234,493,42745,65,2122,2159,922,43,4805,11304,12686,16741,791,55,289076,36937074278.0,1633.010644,0.579,5.751465,0.0,22805706.0,115,6,2963
16.0,5.51,257,4379,1257,59,0,1914,873,121,630,234,2715,165204,8739,1530,2119,3037,32,224,470,43268,42,2061,2090,907,44,4495,10981,13001,17000,766,46,288495,35574916295.0,1577.323357,0.625,5.292296,0.0,22637600.0,115,7,2964
16.3,5.63,238,4390,1233,57,0,1820,801,115,618,233,2512,159168,8089,1483,1913,2915,31,209,503,42021,35,1939,1972,856,42,4020,10464,12425,16240,689,38,277069,41694118973.0,1852.467309,0.625,4.710876,0.0,22466291.0,115,8,2965
16.6,6.24,224,4409,1210,55,0,1562,843,103,500,247,2312,151809,7498,1355,1589,2805,27,185,405,40607,0,1821,1841,804,40,3535,10359,11645,15274,609,25,263698,35952781582.0,1599.889533,0.625,4.009125,0.0,22298122.0,115,9,2966
17.0,6.97,208,4545,1215,54,0,1426,838,83,489,227,2242,147898,7089,1340,1406,2792,16,177,402,40723,0,1762,1795,771,42,3326,9963,11332,14907,570,22,257660,37253259017.0,1659.90764,0.617,4.227592,17.45,22137423.0,115,10,2967
17.3,6.56,198,4668,1276,57,0,1360,825,77,485,218,2316,151208,6841,1237,1313,2898,11,155,435,42661,4,1814,1850,761,45,3310,10001,11804,15510,556,21,263915,40394824679.0,1825.179805,0.6,4.502834,0.0,21989354.0,115,11,2968
17.6,8.11,182,4800,1353,58,0,1300,833,58,354,216,2305,155374,6667,1161,1225,2982,14,135,518,44145,1,1892,1939,730,45,3284,10082,12003,15812,539,18,270025,46066101951.0,2119.882673,0.6,4.5423,0.0,21853278.0,115,12,2969
18.0,6.95,166,4874,1403,59,0,1223,826,69,259,217,2233,154850,6363,1187,1111,2956,5,122,475,44756,1,1965,1991,686,47,3236,9780,11799,15665,526,17,268867,57806506024.0,2679.41191,0.611,4.787612,0.0,21720403.0,115,13,2970
18.3,7.72,154,4959,1423,57,0,1147,718,56,222,212,2066,150248,6099,1242,993,2844,14,112,447,44467,0,1964,1956,627,45,3175,9265,11327,15163,491,15,261508,74972669057.0,3494.944517,0.594,4.796291,0.0,21577890.0,115,14,2971
18.7,7.17,144,5180,1489,60,0,1107,626,47,182,203,1941,151602,5888,1175,888,2795,8,98,483,45140,1,2017,2017,585,48,3161,9036,11204,15086,483,13,262707,98452791983.0,4617.929016,0.607,4.752538,15.84,21417287.0,115,15,2972
19.1,7.27,133,5358,1526,58,0,1053,571,43,167,189,1820,148779,5670,1077,809,2746,9,87,423,45307,2,2035,2049,539,48,3116,8648,10975,14859,470,11,258577,122023000000.0,5757.496429,0.611,4.934637,0.0,21234312.0,115,16,2973
19.6,6.41,123,5560,1552,57,0,1000,534,41,128,179,1720,145232,5477,912,754,2698,13,72,404,45549,0,2058,2083,497,48,3090,8290,10926,14815,463,10,254285,174585000000.0,8360.166321,0.612,5.200804,0.0,21034196.0,115,17,2974
20.0,5.79,116,5768,1621,58,0,980,571,38,125,182,1702,145844,5533,858,728,2780,6,68,413,47249,0,2119,2182,479,48,3127,8211,11332,15314,464,9,257925,214314000000.0,10435.04398,0.621,5.139059,0.0,20829521.0,115,18,2975
20.5,6.86,112,5984,1695,64,0,928,549,52,104,185,1616,147209,5604,785,697,2821,11,65,420,48682,0,2180,2276,455,53,3021,8160,11582,15642,459,8,261419,174104000000.0,8548.118672,0.669,4.251006,0.0,20637995.0,115,19,2976
21.0,6.96,95,6268,1764,67,0,886,538,51,107,182,1506,147708,5641,707,662,2806,3,64,471,49421,0,2213,2362,427,56,2820,8049,11489,15578,455,8,262404,166309000000.0,8214.076893,0.682,4.161877,13.97,20471860.0,115,20,2977
21.5,7.18,86,6520,1769,67,0,773,456,46,154,165,1322,142281,5472,664,597,2578,0,63,366,48186,0,2141,2368,386,58,2518,7632,10608,14577,429,7,252289,183327000000.0,9099.217539,0.686,4.537744,0.0,20336718.0,115,21,2978
22.1,6.79,83,6818,1845,71,0,746,459,32,145,163,1258,143909,5678,630,561,2547,0,66,505,49633,1,2205,2534,364,62,2435,7652,10582,14636,431,7,256058,170636000000.0,8507.104775,0.676,4.481239,0.0,20227467.0,115,22,2979
22.7,7.1,74,7082,1838,72,0,689,402,31,144,156,1164,139231,5625,602,528,2393,5,72,327,48937,0,2161,2579,334,63,2247,7370,10084,14069,408,7,248694,190801000000.0,9547.852151,0.671,3.933388,0.0,20132780.0,115,23,2980
23.3,6.8,74,7392,1932,78,0,706,412,31,182,154,1145,143573,6027,618,534,2432,5,81,360,51418,1,2269,2775,335,69,2273,7663,10437,14592,422,7,257997,199959000000.0,10043.67745,0.676,3.923491,0.0,20035928.0,115,24,2981
23.9,6.81,75,7709,1968,80,0,677,366,33,151,150,1080,143937,6259,570,518,2350,1,91,315,51695,1,2317,2871,323,71,2240,7713,10299,14476,458,7,258801,177729000000.0,8969.148921,0.712,3.918213,11.64,19925182.0,115,25,2982
24.5,5.9,75,8018,1988,82,0,657,362,24,181,144,1041,144123,6423,524,514,2283,2,98,318,52321,0,2373,2964,321,74,2271,7756,10373,14590,421,7,260328,188129000000.0,9548.587403,0.733,3.8899,0.0,19796280.0,115,26,2983
1.0,0.3,2557,265,90,3652,11550,391,486,1558,2618,10,10733,10865,12575,9015,90,775,0,16838,66,4871,1102,1462,974,249,3525,2557,2859,2519,4086,261,331,108930,1911600970.0,269.8504233,0.263,0.063072,0.0,7083928.0,116,1,2984
1.0,0.34,2568,263,89,3805,12054,385,437,1320,3583,10,10402,10393,12528,7946,86,728,0,16139,63,4613,1084,1402,940,241,3681,2439,2740,2362,3859,254,309,106723,2029026704.0,302.7386376,0.3,0.062619,0.0,6702239.0,116,2,2985
1.1,0.41,2185,255,84,3580,12809,339,346,998,4696,9,9081,9218,11252,6252,74,613,0,13935,55,3983,959,1238,837,210,3470,2084,2430,2020,3336,224,260,96832,1971525999.0,314.7513041,0.188,0.061096,0.0,6263758.0,116,3,2986
1.2,0.47,1958,240,79,3383,8490,316,321,980,5869,8,8888,8773,10151,5652,73,600,0,24017,53,3803,503532,1186,806,195,3271,2005,2294,1952,3222,206,249,602572,753636370.5,126.954894,0.143,0.068639,0.0,5936253.0,116,4,2987
1.2,0.5,2013,232,78,3198,8780,317,342,1147,7296,9,9760,9095,10085,6436,80,670,0,15653,58,4064,4342,1254,850,205,3088,2207,2346,2097,3442,212,270,99626,1293535011.0,221.6289261,0.104,0.079967,0.0,5836490.0,116,5,2988
1.3,0.56,2131,239,81,3228,9205,318,378,1345,8838,10,10799,9754,10347,7203,90,765,0,17039,64,4489,438,1370,928,221,3112,2479,2488,2345,3818,224,303,104049,1382334879.0,229.8867674,0.107,0.0691,0.0,6013112.0,116,6,2989
1.4,0.61,2228,247,83,3361,10799,329,382,1494,10488,11,11108,9978,10642,7585,95,810,0,17292,67,4703,6357,1426,964,230,3242,2622,2532,2468,3998,232,319,116092,1851558302.0,288.4093021,0.107,0.062938,0.0,6419898.0,116,7,2990
1.5,0.68,2312,255,82,3491,11354,335,361,1565,11953,11,10729,9735,10740,7645,94,801,0,16994,66,4700,2610,1413,956,232,3376,2639,2472,2452,3971,234,318,113896,1989343495.0,285.7102739,0.106,0.06084,0.0,6962800.0,116,8,2991
1.6,0.74,2308,263,80,3472,11246,326,339,1573,13002,11,10048,9253,10376,7439,89,768,0,15973,64,4578,365,1362,924,227,3365,2589,2351,2352,3812,230,308,109093,2155707325.0,287.3802065,0.107,0.062752,0.0,7501238.0,116,9,2992
1.7,0.79,2251,274,79,3431,10703,322,331,1569,13841,10,9369,8789,10081,7318,85,732,0,14974,62,4427,168,1304,892,220,3332,2537,2227,2246,3648,226,296,105744,2067579822.0,260.6076547,0.115,0.063519,13.73,7933688.0,116,10,2993
1.9,0.84,2207,286,78,3283,10430,328,332,1536,14436,10,8584,8399,9692,7348,82,693,12,13255,60,4292,2047,1247,860,212,3195,2461,2112,2148,3490,220,276,103611,1965500949.0,238.788134,0.115,0.063519,0.0,8231150.0,116,11,2994
2.0,0.89,2080,304,80,3159,8570,321,341,1533,14831,10,7881,8264,9465,7493,81,673,114,11908,59,4294,5,1228,854,211,3080,2451,2066,2118,3445,221,254,97394,1964832512.0,233.1575044,0.115,0.061975,0.0,8427061.0,116,12,2995
