Obesity(%),Unemployment,Meningitis,Alzheimers Disease and Other Dementias,Parkinsons Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis,Total,GDP,GDP/cap,Elect(lib),CO2/cap,Total alcohol per capita(L),Population,id_Country,id_Year,id_Mortality
20.5,15.0,591,7516,2081,1779,6,920,2544,399,1753,42,1045,91977,17874,6168,999,4394,19,760,94,67318,0,9715,11362,278,1693,5439,14803,5971,12632,717,55,270944,284204000000.0,7708.099115,0.84,3.840177,8.75,36870796.0,5,10,114
20.9,17.32,576,7763,2125,1806,6,915,2581,437,1767,45,1007,91810,19379,6002,943,4546,33,745,66,68241,0,9807,11823,274,1718,5486,15184,6040,12830,714,53,274722,268697000000.0,7208.373114,0.84,3.575298,0.0,37275644.0,5,11,115
21.4,19.59,586,8016,2182,1903,5,893,2691,473,1829,46,1001,93054,20952,6218,896,4600,21,759,62,69686,0,9917,12360,286,1810,5504,15645,6171,13140,715,49,281470,97724004252.0,2593.404563,0.832,3.283417,0.0,37681743.0,5,12,116
21.8,15.36,591,8268,2246,1886,5,836,2430,460,1878,44,969,93723,22545,6186,888,4463,32,736,60,70855,0,10038,12674,288,1792,5531,16143,6255,13399,711,49,285981,127587000000.0,3349.8063,0.813,3.517175,0.0,38087866.0,5,13,117
22.3,13.52,577,8476,2249,1751,5,766,2061,448,1747,44,906,91239,23215,5763,865,4290,7,686,58,70656,0,9835,12517,294,1664,5506,16012,6171,13287,694,48,281837,164658000000.0,4277.721573,0.808,4.061243,0.0,38491970.0,5,14,118
22.8,11.51,561,8710,2257,1614,4,737,1957,429,1620,46,861,89381,23776,5141,860,4283,14,651,59,70761,0,9627,12468,305,1536,5622,15961,6242,13363,731,45,279622,198737000000.0,5109.852245,0.806,4.131869,8.66,38892924.0,5,15,119
23.2,10.08,552,9010,2308,1537,4,718,2242,450,1692,49,834,89434,24781,4872,857,4310,3,643,56,71641,0,9476,12676,291,1461,5801,16102,6414,13639,705,43,282601,232557000000.0,5919.012338,0.796,4.423073,0.0,39289876.0,5,16,120
23.7,8.47,554,9368,2408,1514,4,718,1894,467,1727,52,835,91606,26506,5055,864,4504,14,650,93,73495,0,9603,13170,306,1440,6094,16808,6743,14194,734,41,291461,287531000000.0,7245.446857,0.795,4.369678,0.0,39684303.0,5,17,121
24.2,7.84,552,9633,2397,1417,4,695,2340,438,1714,54,796,89122,26764,5055,843,4549,11,649,54,72954,0,9193,12992,296,1349,6202,16506,6720,14143,718,39,288199,361558000000.0,9020.873323,0.79,4.670683,0.0,40080159.0,5,18,122
24.7,8.65,556,9999,2442,1368,4,668,2399,489,1721,57,783,89543,27964,4849,812,4574,22,660,52,73515,0,9151,13172,296,1304,6281,16632,6828,14370,716,37,291264,332976000000.0,8225.137583,0.777,4.398479,0.0,40482786.0,5,19,123
25.3,7.71,558,10411,2544,1352,0,652,2452,440,1651,60,760,91734,29690,4794,775,4584,7,687,52,74506,0,9202,13550,294,1284,6349,17202,6977,14748,717,35,298067,423627000000.0,10385.96443,0.776,4.543372,9.09,40895751.0,5,20,124
25.8,7.18,554,10756,2603,1320,0,636,2535,418,1611,65,755,92474,31052,4622,751,4680,2,710,48,75294,0,9237,13762,295,1250,6449,17508,7179,15121,715,35,302437,530163000000.0,12848.8642,0.778,4.58262,0.0,41320497.0,5,21,125
26.3,7.22,490,11042,2643,1290,0,625,2743,391,1733,68,745,92630,32009,4332,732,4782,4,723,48,75967,0,9237,13942,294,1218,6551,17593,7383,15460,703,34,305412,545982000000.0,13082.66433,0.78,4.559746,0.0,41755188.0,5,22,126
26.9,7.1,476,11296,2696,1269,0,607,2847,384,1747,72,753,93311,33579,4281,718,4841,58,745,48,76594,0,9296,14190,294,1199,6639,17668,7558,15855,694,34,309749,552025000000.0,13080.25473,0.788,4.471467,0.0,42196034.0,5,23,127
27.4,7.27,472,11480,2740,1245,0,583,2959,395,1766,74,744,93640,34668,4216,723,4805,8,766,46,76832,0,9334,14289,283,1176,6514,17789,7659,16158,673,35,312072,526320000000.0,12334.79825,0.792,4.399316,0.0,42637508.0,5,24,128
28.0,7.52,469,11651,2831,1263,0,563,2905,398,1765,78,740,95955,36109,3831,728,4773,17,781,45,78388,0,9655,14607,274,1189,6394,18280,7950,16770,661,35,319105,594749000000.0,13789.06042,0.777,4.432659,9.55,43075416.0,5,25,129
28.5,8.11,478,11811,2966,1303,0,572,2917,378,1817,83,761,100391,38173,3614,742,4926,10,803,44,81304,1,10194,15219,275,1224,6406,19026,8408,17598,678,35,332157,557531000000.0,12790.24247,0.752,4.349166,0.0,43508459.0,5,26,130
11.4,1.6,23,364,79,58,0,312,230,22,1,5,118,11395,1035,1060,100,110,0,370,197,4274,0,569,75,82,24,556,1095,441,848,221,7,23671,2069870130.0,590.5058756,0.613,2.010145,0.0,3505249.0,6,1,131
11.8,1.8,24,365,85,66,0,353,206,17,1,6,136,12746,977,982,114,128,0,362,228,4588,6,692,88,92,27,582,1168,503,936,232,7,25717,1272835453.0,369.7072323,0.614,1.640187,0.0,3442820.0,6,2,132
12.2,5.3,23,362,88,69,0,400,316,21,1,6,139,13377,909,918,131,142,0,335,231,4681,12,784,99,97,28,545,1217,551,987,236,7,26712,1201312829.0,357.2028486,0.607,0.744802,0.0,3363111.0,6,3,133
12.6,6.6,21,354,83,65,1,426,258,19,1,6,139,12725,821,854,134,148,0,305,224,4478,45,808,104,94,27,496,1149,546,958,225,6,25520,1315158637.0,400.5155938,0.589,0.80426,0.0,3283664.0,6,4,134
13.0,6.7,21,352,82,61,0,328,247,20,1,6,137,12681,728,781,136,142,0,266,205,4487,10,903,114,74,24,439,1130,534,928,180,6,25023,1468317435.0,456.3749333,0.493,1.033225,0.0,3217349.0,6,5,135
13.3,9.3,21,351,84,57,1,274,211,15,1,6,138,12792,658,725,130,139,0,223,197,4606,2,1012,128,62,23,420,1136,537,927,151,6,25033,1596968946.0,504.0598426,0.421,0.78676,0.0,3168213.0,6,6,136
13.6,10.8,21,348,82,53,1,244,172,17,1,6,141,12337,582,667,123,134,4,191,186,4525,0,1072,138,53,21,395,1075,511,885,130,5,24120,1639492445.0,523.2844107,0.394,0.999334,0.0,3133081.0,6,7,137
13.9,9.4,22,353,85,51,1,214,177,12,1,6,138,12300,529,606,114,129,0,161,175,4565,0,1147,150,46,20,371,1040,493,861,112,5,23884,1893726437.0,609.1716537,0.405,1.048344,0.0,3108691.0,6,8,138
14.1,11.2,22,358,89,49,1,184,172,14,1,6,139,12410,503,545,107,128,0,134,165,4659,8,1205,162,40,19,345,1056,494,859,95,5,23974,1845482173.0,597.4328988,0.42,0.951187,0.0,3089020.0,6,9,139
14.4,11.05,21,369,93,44,0,162,143,16,1,6,137,12379,470,504,99,127,0,109,155,4696,0,1253,171,35,18,335,1060,504,868,85,5,23865,1911563669.0,622.7409229,0.418,1.101904,4.23,3069597.0,6,10,140
14.6,10.91,19,382,99,39,0,146,125,9,1,6,143,12708,452,476,94,137,0,87,155,4862,1,1323,184,34,16,332,1078,552,933,85,5,24483,2118467913.0,694.4234554,0.421,1.12753,0.0,3050686.0,6,11,141
14.9,10.78,17,394,106,33,0,129,125,5,1,6,154,12961,445,447,89,146,0,68,154,4948,0,1368,194,32,13,319,1128,606,997,77,5,24967,2376335048.0,783.241215,0.413,0.990904,0.0,3033976.0,6,12,142
15.1,10.59,16,413,114,26,0,112,111,10,1,6,155,13310,454,427,76,156,0,56,152,5086,0,1421,207,30,10,311,1168,663,1072,74,5,25642,2807061009.0,930.1254727,0.356,1.120443,0.0,3017938.0,6,13,143
15.4,10.34,14,433,120,16,0,95,134,9,2,7,154,13287,483,413,76,180,1,47,150,5103,0,1364,217,27,6,290,1162,725,1157,66,6,25744,3576615240.0,1191.921006,0.346,1.204013,0.0,3000715.0,6,14,144
15.7,10.2,13,461,129,11,0,83,150,9,4,7,156,13498,520,396,72,211,0,39,151,5248,1,1360,230,25,4,283,1188,814,1277,60,6,26406,4900469950.0,1643.756889,0.346,1.436106,5.79,2981262.0,6,15,145
16.0,10.0,12,491,138,7,0,70,161,11,10,8,165,13660,567,376,67,249,1,33,162,5409,2,1355,236,24,3,274,1214,923,1419,54,7,27108,6384451606.0,2158.148074,0.344,1.454357,0.0,2958301.0,6,16,146
16.3,9.81,10,519,144,6,0,64,194,8,7,8,161,13487,573,349,67,264,0,28,138,5427,16,1331,271,23,2,267,1213,959,1464,53,6,27059,9206301700.0,3139.28071,0.354,1.697584,0.0,2932615.0,6,17,147
16.7,14.39,10,550,151,5,0,60,160,14,12,9,161,13622,577,335,65,277,1,25,153,5604,6,1361,283,20,2,264,1208,1030,1557,51,7,27580,11662040714.0,4010.861381,0.32,1.86859,0.0,2907615.0,6,18,148
17.0,18.44,9,577,153,5,0,58,154,12,12,10,150,13478,572,321,63,286,1,23,143,5635,5,1355,309,19,2,260,1201,1071,1617,49,8,27558,8647936748.0,2994.340471,0.323,1.471962,0.0,2888094.0,6,19,149
17.5,19.01,8,614,159,5,0,57,154,7,10,10,138,13493,570,302,62,296,1,20,127,5672,4,1345,334,20,2,257,1196,1101,1668,48,7,27687,9260284938.0,3218.378299,0.336,1.443424,5.69,2877314.0,6,20,150
17.9,18.44,7,647,162,4,0,54,151,8,10,10,127,13432,567,284,61,306,1,19,109,5697,5,1321,353,20,2,263,1207,1129,1714,48,6,27724,10142111334.0,3525.807198,0.339,1.696456,0.0,2876536.0,6,21,151
18.5,17.3,7,681,164,4,0,53,193,7,20,9,117,13268,559,258,62,308,2,16,77,5672,9,1282,385,20,1,267,1217,1116,1718,50,4,27546,10619320049.0,3681.844691,0.356,1.972348,0.0,2884239.0,6,22,152
19.0,16.18,6,713,162,3,0,49,174,9,16,9,102,12927,558,238,63,299,1,16,63,5571,6,1226,395,19,1,259,1211,1097,1704,49,3,26949,11121465767.0,3838.17388,0.355,1.907711,0.0,2897593.0,6,23,153
19.6,17.5,6,741,164,3,0,47,171,9,28,9,91,12911,566,224,64,297,0,15,55,5612,22,1195,413,19,1,260,1248,1111,1728,48,2,27060,11609512940.0,3986.231624,0.349,1.939186,0.0,2912403.0,6,24,154
20.2,18.26,6,780,169,4,0,47,162,9,31,9,84,13198,595,210,65,302,0,14,49,5768,51,1209,440,19,1,274,1307,1146,1780,49,2,27780,10553337673.0,3607.289299,0.35,1.899998,5.84,2925559.0,6,25,155
20.9,17.62,5,810,169,4,0,45,159,12,27,9,78,13194,613,207,66,297,0,14,46,5714,120,1164,466,19,1,262,1298,1158,1784,48,2,27791,10546135160.0,3591.828052,0.357,1.815531,0.0,2936147.0,6,26,156
15.9,9.58,96,3820,909,79,0,282,360,14,433,485,97,50532,1826,812,272,2362,14,43,40,31902,4,2273,1743,47,49,2543,7006,1386,3911,175,6,113521,325903000000.0,18855.762,0.89,16.184767,0.0,17189235.0,7,1,157
16.4,10.73,97,3984,957,84,0,281,330,15,479,535,97,50979,1895,815,277,2391,10,49,41,32785,2,2397,1804,45,52,2420,7235,1392,3926,149,7,115530,325480000000.0,18604.18827,0.89,16.293502,0.0,17402179.0,7,2,158
16.9,10.87,86,4149,998,89,0,271,337,20,568,582,95,50717,1924,746,287,2376,3,57,56,33430,0,2497,1863,46,58,2296,7312,1387,3907,145,7,116309,312126000000.0,17667.1871,0.888,16.383765,0.0,17603211.0,7,3,159
17.4,9.72,86,4342,1056,97,0,269,344,24,558,660,94,51468,2043,719,297,2468,1,64,57,34419,6,2640,1946,47,64,2255,7523,1415,3971,178,7,119118,322807000000.0,18079.38018,0.888,16.494706,0.0,17798526.0,7,4,160
18.0,8.47,84,4533,1098,101,0,263,327,23,521,741,92,51085,2136,694,314,2533,5,70,53,34883,0,2705,1998,50,68,2220,7544,1414,3974,147,8,119684,367916000000.0,20358.33336,0.888,16.941788,0.0,17993083.0,7,5,161
18.5,8.51,84,4761,1156,106,0,262,337,18,489,790,91,51248,2323,684,324,2600,23,75,44,35577,2,2829,2103,51,73,2182,7702,1437,4032,164,8,121575,401090000000.0,21904.29412,0.888,17.125455,0.0,18189274.0,7,6,162
19.2,8.36,83,4968,1202,109,0,263,333,22,242,868,86,50598,2638,662,347,2679,40,73,42,35937,0,2870,2156,50,78,2137,7671,1443,4069,142,9,121817,435324000000.0,23509.42347,0.881,17.396973,0.0,18387205.0,7,7,163
19.8,7.68,83,5176,1246,116,0,258,344,15,194,937,86,49849,2547,649,372,2719,7,73,38,36234,0,2902,2240,53,84,2121,7609,1432,4085,138,10,121617,399404000000.0,21345.97099,0.881,17.959464,0.0,18587027.0,7,8,164
20.4,6.87,82,5399,1296,121,0,255,337,26,172,955,85,49132,2620,674,400,2667,12,78,36,36561,0,2949,2324,54,90,2092,7578,1425,4140,136,10,121706,389099000000.0,20558.9604,0.88,18.269805,0.0,18788187.0,7,9,165
21.0,6.28,79,5658,1354,124,0,243,340,17,162,896,82,48690,2838,651,412,2584,3,80,37,37009,1,3030,2405,55,94,2050,7587,1437,4219,143,10,122290,415576000000.0,21697.70848,0.888,18.384487,11.72,18991434.0,7,10,166
21.7,6.74,78,5935,1417,125,0,233,338,17,146,782,84,48397,2940,640,418,2502,4,87,34,37485,4,3134,2502,49,97,1973,7608,1466,4307,122,10,122934,379084000000.0,19527.32358,0.884,18.554121,0.0,19194676.0,7,11,167
22.3,6.37,75,6213,1494,132,0,225,324,17,133,752,81,48557,3097,632,431,2449,1,97,35,38098,0,3292,2632,50,102,1930,7743,1532,4482,160,11,124777,395343000000.0,20117.78889,0.875,18.56355,0.0,19401366.0,7,12,168
22.9,5.93,73,6470,1552,134,0,216,304,13,134,767,78,47950,3181,620,442,2426,3,106,38,37909,0,3419,2718,54,104,1890,7735,1581,4581,144,11,124653,467391000000.0,23492.40517,0.875,18.746105,0.0,19624163.0,7,13,169
23.5,5.39,70,6690,1582,137,0,210,250,15,145,783,77,46587,3113,621,443,2381,3,117,42,39058,0,3475,2777,51,108,1828,7605,1584,4599,121,11,124483,614166000000.0,30513.94174,0.875,19.21304,0.0,19879654.0,7,14,170
24.0,5.03,55,6954,1614,137,0,205,254,14,117,805,73,45600,2998,651,454,2358,4,123,42,39704,0,3532,2884,49,106,1784,7538,1600,4648,127,11,124441,695075000000.0,34080.9999,0.875,19.143302,12.08,20178543.0,7,15,171
24.6,4.78,53,7268,1668,137,0,202,308,18,132,787,76,45433,2938,658,467,2370,4,136,44,40546,0,3648,3065,48,106,1755,7660,1623,4750,113,11,126024,747556000000.0,36117.48798,0.875,19.171531,0.0,20526300.0,7,16,172
25.1,4.38,51,7568,1742,138,0,204,300,14,123,757,78,45949,2910,652,483,2465,5,148,46,41904,0,3820,3298,48,107,1752,7969,1687,4945,114,11,129288,853955000000.0,41001.14298,0.876,19.184298,0.0,20916339.0,7,17,173
25.7,4.23,50,7836,1809,138,0,206,327,12,95,720,80,46128,2828,648,496,2556,5,156,46,43049,0,3934,3487,49,108,1739,8245,1742,5099,115,12,131715,1055130000000.0,49654.9106,0.885,19.024637,0.0,21332293.0,7,18,174
26.2,5.56,49,8064,1837,137,0,207,339,18,101,693,80,45219,2803,649,503,2610,6,167,77,43523,2,3942,3608,48,107,1711,8342,1780,5186,266,12,132086,928043000000.0,42783.32257,0.885,18.792625,0.0,21750852.0,7,19,175
26.7,5.21,49,8346,1882,139,0,206,326,19,83,700,79,44759,2911,638,510,2667,5,179,43,44010,10,3906,3699,47,110,1665,8566,1823,5303,108,11,132799,1147590000000.0,52087.97229,0.895,18.397758,12.39,22154687.0,7,20,176
27.3,5.08,48,8687,1948,138,0,197,311,19,103,738,80,44991,3055,608,511,2687,34,197,41,44902,11,3900,3862,46,110,1617,8894,1866,5457,126,11,135195,1397910000000.0,62574.1457,0.897,18.062717,0.0,22538002.0,7,21,177
27.9,5.22,48,8948,1983,136,0,193,318,19,74,766,77,44416,3192,575,514,2716,8,207,38,45387,1,3803,4016,44,111,1568,9104,1888,5546,104,10,135810,1546510000000.0,68027.84171,0.897,17.86907,0.0,22903951.0,7,22,178
28.5,5.66,45,9215,2020,134,0,195,304,11,69,813,80,44255,3306,572,522,2775,4,206,36,46192,0,3657,4210,41,110,1515,9354,1967,5699,102,10,137419,1576340000000.0,68156.62792,0.877,17.215785,0.0,23254912.0,7,23,179
29.1,6.08,45,9526,2085,141,0,196,312,13,67,887,82,45146,3530,537,536,2907,5,213,51,47417,4,3653,4450,41,116,1523,9773,2057,5913,102,10,141338,1467500000000.0,62511.69059,0.868,16.785681,0.0,23596426.0,7,24,180
29.8,6.05,46,9848,2150,145,0,198,318,12,64,954,85,46230,3763,542,553,3010,9,218,34,48482,3,3720,4682,41,120,1549,10163,2135,6126,103,10,145313,1350530000000.0,56707.02208,0.879,16.86772,10.83,23932499.0,7,25,181
30.4,5.71,44,10134,2178,150,0,196,300,14,71,1002,85,46468,3925,529,568,2927,9,219,33,48970,1,3729,4787,40,125,1545,10319,2125,6185,102,9,146789,1206690000000.0,49881.76371,0.883,16.997412,0.0,24262710.0,7,26,182
11.4,3.42,53,2404,590,10,0,116,101,8,90,85,163,39739,1334,316,219,1857,10,4,24,20747,0,1614,746,35,1,1388,2506,2280,3968,63,3,80474,173794000000.0,22410.91177,0.86,8.476922,0.0,7772698.0,8,1,183
11.7,3.59,52,2487,596,9,0,115,112,7,136,104,146,39550,1301,310,227,1832,0,4,22,20787,0,1602,742,31,1,1323,2484,2280,3939,62,3,80264,195078000000.0,24880.16412,0.861,7.683372,0.0,7830938.0,8,2,184
12.1,4.25,50,2560,598,8,0,114,103,6,146,124,128,39234,1235,280,230,1824,0,4,21,20731,0,1584,745,30,1,1293,2468,2258,3876,62,3,79716,190380000000.0,24081.52779,0.861,7.674692,0.0,7892089.0,8,3,185
12.5,3.54,43,2629,599,7,0,112,94,8,178,141,111,38675,1177,262,238,1806,2,4,21,20543,0,1555,739,28,1,1237,2410,2219,3784,61,3,78687,203535000000.0,25646.70066,0.86,7.692873,0.0,7947215.0,8,4,186
12.9,4.35,42,2715,616,6,0,105,86,3,164,149,98,38864,1139,233,255,1783,7,4,21,20605,6,1563,757,26,1,1148,2434,2197,3723,60,3,78813,241038000000.0,30325.84958,0.857,8.055957,0.0,7990113.0,8,5,187
13.3,5.28,45,2769,630,6,0,98,85,5,117,152,90,38904,1148,214,268,1738,0,5,21,20558,0,1548,786,25,1,1065,2437,2168,3653,59,4,78599,237251000000.0,29809.07677,0.859,8.465276,0.0,8017852.0,8,6,188
13.7,5.15,39,2812,635,5,0,94,72,4,65,147,84,38211,1146,194,278,1659,3,5,20,20411,0,1512,814,23,1,1012,2433,2103,3541,59,4,77386,212790000000.0,26705.4786,0.859,8.442677,0.0,8032873.0,8,7,189
14.1,5.52,39,2856,646,5,0,88,83,4,68,146,79,37772,1157,186,288,1614,0,6,19,20321,0,1487,855,21,1,955,2459,2078,3494,56,4,76787,218260000000.0,27361.87511,0.859,8.387597,0.0,8041054.0,8,8,190
14.6,4.7,38,2900,663,4,0,86,70,3,56,154,73,37253,1193,175,297,1589,53,7,20,20222,0,1509,939,18,1,939,2531,2040,3448,55,5,76341,217259000000.0,27183.47593,0.859,8.215235,0.0,8051116.0,8,9,191
15.0,4.69,36,2974,688,4,0,86,70,3,48,166,68,36313,1192,179,307,1578,14,8,21,20150,0,1555,1093,20,1,912,2608,2045,3477,54,4,75674,197290000000.0,24625.60072,0.859,8.257958,13.12,8069276.0,8,10,192
15.4,4.01,37,3001,713,4,0,83,73,5,50,165,63,34918,1160,180,321,1535,0,11,23,19938,0,1640,1239,20,1,872,2669,2035,3478,53,4,74291,197509000000.0,24558.76368,0.859,8.725469,0.0,8097755.0,8,11,193
15.8,4.85,39,3046,766,5,0,83,73,2,53,167,61,34394,1164,173,332,1527,18,16,23,20079,0,1796,1429,22,1,844,2819,2085,3588,52,4,74661,214395000000.0,26527.59309,0.859,8.906261,0.0,8134403.0,8,12,194
16.2,4.78,39,3069,795,6,0,83,57,2,50,184,57,33519,1206,183,354,1502,21,21,38,20229,0,2064,1594,22,1,825,2948,2131,3639,51,3,74693,262274000000.0,32294.04886,0.858,9.539408,0.0,8175855.0,8,13,195
16.6,5.83,36,3088,781,6,0,79,68,3,56,192,55,32114,1182,177,369,1473,5,26,28,20105,0,2266,1692,22,1,788,2935,2089,3576,51,3,73266,301458000000.0,36889.23351,0.859,9.506331,0.0,8216809.0,8,14,196
17.0,5.63,37,3197,796,7,0,78,73,3,65,197,55,31829,1186,168,377,1455,27,33,32,20113,0,2395,1799,24,1,751,2965,2059,3560,50,3,73335,316092000000.0,38417.45779,0.859,9.611982,12.79,8253656.0,8,15,197
17.5,5.24,37,3254,802,7,0,74,76,2,43,201,54,31069,1139,156,393,1420,17,41,34,20028,5,2404,1887,27,1,709,2932,1985,3464,47,3,72311,336280000000.0,40669.32696,0.863,9.289873,0.0,8285344.0,8,16,198
17.9,4.86,36,3335,820,8,0,72,70,3,59,205,52,30852,1104,149,411,1414,9,52,37,20212,9,2372,2003,28,1,679,2944,1977,3455,47,3,72418,389186000000.0,46915.3374,0.873,8.934209,0.0,8313731.0,8,17,199
18.3,4.13,38,3408,835,8,0,68,67,2,47,210,52,30517,1056,148,434,1404,17,59,36,20392,7,2337,2138,28,1,647,2920,1945,3400,71,3,72295,432052000000.0,51919.98358,0.872,8.83076,0.0,8341525.0,8,18,200
18.7,5.3,37,3513,857,8,0,68,73,2,40,213,53,30688,1026,148,448,1439,15,67,49,20779,1,2316,2293,29,1,628,2963,1985,3429,46,3,73217,401759000000.0,48153.32402,0.871,8.066544,0.0,8372657.0,8,19,201
19.2,4.82,37,3686,872,9,0,65,69,2,45,211,52,30655,999,149,456,1449,24,73,40,20897,0,2247,2467,30,2,599,2969,1957,3383,45,3,73492,392275000000.0,46903.76159,0.867,8.610293,12.2,8409945.0,8,20,202
19.6,4.56,35,3845,896,9,0,63,71,3,41,207,54,30832,978,139,468,1447,1,80,40,21138,0,2214,2642,30,2,567,2986,1923,3336,44,3,74094,431685000000.0,51442.27625,0.866,8.329335,0.0,8453501.0,8,21,203
20.1,4.87,34,4004,924,10,0,62,68,2,39,193,54,31298,968,128,482,1448,13,93,48,21473,0,2213,2870,30,2,543,3059,1910,3312,44,3,75327,409402000000.0,48564.91734,0.869,7.979692,0.0,8502230.0,8,22,204
20.5,5.33,33,4123,941,9,0,60,66,2,50,179,56,31432,967,126,494,1446,22,102,41,21625,2,2212,3019,29,2,511,3121,1888,3275,43,3,75879,430191000000.0,50731.12725,0.869,7.990935,0.0,8556191.0,8,23,205
21.0,5.62,31,4250,960,10,0,57,71,5,43,164,56,31571,984,126,506,1453,6,111,38,21771,0,2237,3174,30,2,497,3169,1863,3226,43,3,76457,442585000000.0,51786.37717,0.868,7.507548,0.0,8615205.0,8,24,206
21.5,5.72,32,4417,995,10,0,58,79,4,44,155,55,32310,1049,128,519,1472,18,123,39,22000,0,2306,3369,31,2,495,3299,1868,3241,44,3,78165,381971000000.0,44195.81759,0.868,7.677111,12.07,8678667.0,8,25,207
21.9,6.01,32,4538,1004,11,0,57,77,4,35,144,52,32169,1093,132,525,1456,9,136,37,21954,0,2300,3431,33,2,484,3329,1830,3203,43,3,78123,395837000000.0,45307.58786,0.841,7.693109,0.0,8747306.0,8,26,208
9.1,0.9,163,916,153,155,2,645,1090,81,17,16,987,24301,8456,2980,171,231,0,1518,134,7121,64,703,568,130,129,1163,2037,1695,2474,554,70,58724,8792365811.0,1209.187602,0.183,6.627126,0.0,7357945.0,9,1,209
9.4,1.8,180,928,160,154,2,773,1672,90,20,21,1142,26139,8307,2848,212,272,0,1447,157,7429,2430,822,645,156,126,1356,2202,1871,2699,613,71,64944,446305555.6,60.45821358,0.365,7.349459,0.0,7471924.0,9,2,210
9.7,4.5,189,930,170,146,2,801,1998,91,23,23,1245,27959,8026,2745,246,275,141,1388,166,7553,1197,926,685,163,119,1334,2369,2038,2898,633,68,66547,1570000000.0,209.4785718,0.309,6.253931,0.0,7581754.0,9,3,211
10.0,6.3,219,913,176,140,2,803,2038,89,27,25,1367,29429,7711,2686,293,272,0,1319,171,7638,1519,1019,713,165,114,1276,2495,2209,3091,659,63,68641,1193312102.0,157.0860591,0.252,5.362381,0.0,7683704.0,9,4,212
10.3,7.2,208,877,168,127,2,668,1538,81,30,24,1358,29032,7205,2633,298,220,5,1253,154,7457,54,1053,669,143,103,1016,2424,2284,3144,593,56,64877,2417355840.0,314.5612263,0.251,4.222076,0.0,7775418.0,9,5,213
10.6,8.1,201,856,162,117,2,584,1161,73,33,21,1361,28714,6754,2612,291,198,0,1146,145,7324,7,1089,645,128,94,858,2332,2362,3211,558,51,63090,3176333837.0,409.1631891,0.241,3.930295,0.0,7855558.0,9,6,214
